1Q,data/Scotland/2022/preferenceprofile_v0001_ward-1-trossachs-and-teith_06052022_124254.blt,8,5372,1791,152
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.blt,8,4237,1413,291
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-11-inverurie-and-district_06052022_172124.blt,6,4969,1657,inf
1Q,data/Scotland/2022/preferenceprofile_v0001_ward-12-east-garioch_06052022_172124.blt,6,4215,1406,67
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-13-westhill-and-district_06052022_172124.blt,7,5706,1903,198
1Q,data/Scotland/2022/preferenceprofile_v0001_ward-14-huntly-strathbogie-and-howe-of-alford_06052022_172124.blt,7,5635,1879,192
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-15-aboyne-upper-deeside-and-donside_06052022_172124.blt,6,4841,1614,inf
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-16-banchory-and-mid-deeside_06052022_172124.blt,6,4832,1611,inf
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-17-north-kincardine_06052022_172124.blt,9,5477,1826,inf
CASEC,data/Scotland/2022/preferenceprofile_v0001_ward-18-stonehaven-and-lower-deeside_06052022_172124.blt,8,5559,1854,inf
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-19-mearns_06052022_172124.blt,11,5782,1928,161
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-2-forth-and-endrick_06052022_124253.blt,8,6023,2008,inf
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-2-leven_06052022_120059.blt,8,5822,1941,inf
1Q,data/Scotland/2022/preferenceprofile_v0001_ward-2-troup_06052022_172123.blt,5,3070,1024,24
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-3-dumbarton_06052022_120059.blt,9,6524,2175,88
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-3-dunblane-and-bridge-of-allan_06052022_124253.blt,10,7097,2366,inf
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-3-fraserburgh-and-district_06052022_172124.blt,7,4703,1568,1507
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-4-central-buchan_06052022_172124.blt,10,4657,1553,inf
1Q,data/Scotland/2022/preferenceprofile_v0001_ward-4-kilpatrick_06052022_120059.blt,5,3876,1293,44
CASEB,data/Scotland/2022/preferenceprofile_v0001_ward-4-stirling-north_06052022_124253.blt,7,5086,1696,inf
1Q,data/Scotland/2022/preferenceprofile_v0001_ward-5-clydebank-central_06052022_120100.blt,5,4644,1549,69
